Wall time,Step,Value
1635440126.975706,374,0.8391666412353516
1635440131.896498,749,0.8645833134651184
1635440136.7730243,1124,0.8693333268165588
1635440142.750471,1499,0.8714166879653931
1635440148.6473892,1874,0.8798333406448364
1635440154.2964454,2249,0.8803333044052124
1635440159.782363,2624,0.8730833530426025
1635440165.7206683,2999,0.8805833458900452
1635440171.5567348,3374,0.8814166784286499
1635440177.0663266,3749,0.8877500295639038
1635440182.6124716,4124,0.8816666603088379
1635440188.1194172,4499,0.8926666378974915
1635440193.8419557,4874,0.8912500143051147
1635440199.6105804,5249,0.8837500214576721
1635440205.0179539,5624,0.8915833234786987
1635440210.3410656,5999,0.8940833210945129
1635440216.66853,6374,0.8868333101272583
1635440223.8396165,6749,0.893750011920929
1635440229.887229,7124,0.8910833597183228
1635440235.403527,7499,0.8889999985694885
1635440241.2088137,7874,0.890333354473114
1635440246.5463629,8249,0.8926666378974915
1635440252.4198942,8624,0.8897500038146973
1635440258.4831114,8999,0.8865000009536743
1635440265.0952678,9374,0.8920000195503235
1635440272.4320078,9749,0.8897500038146973
1635440278.8632445,10124,0.8940833210945129
1635440284.7655852,10499,0.890666663646698
1635440290.3671522,10874,0.8881666660308838
1635440295.9779994,11249,0.8897500038146973
1635440302.4280963,11624,0.8884166479110718
1635440308.4432883,11999,0.8880833387374878
1635440314.1894126,12374,0.8920000195503235
1635440319.776331,12749,0.8882499933242798
1635440325.4304237,13124,0.8922500014305115
1635440331.1398346,13499,0.8964999914169312
1635440336.794822,13874,0.893583357334137
1635440343.0583427,14249,0.8826666474342346
1635440348.5877748,14624,0.8940833210945129
1635440354.6728563,14999,0.8959166407585144
1635440361.280564,15374,0.8918333053588867
1635440367.8028195,15749,0.893583357334137
1635440375.1586375,16124,0.8900833129882812
1635440381.267539,16499,0.8893333077430725
1635440387.387059,16874,0.89041668176651
1635440394.5499377,17249,0.8940833210945129
1635440401.0912013,17624,0.8851666450500488
1635440407.3380866,17999,0.8920000195503235
1635440413.2918172,18374,0.890250027179718
1635440419.3868186,18749,0.890333354473114
