Wall time,Step,Value
1635446009.292628,374,0.8023333549499512
1635446013.7248805,749,0.8268333077430725
1635446018.3036292,1124,0.8348333239555359
1635446022.934523,1499,0.8451666831970215
1635446028.0537524,1874,0.8451666831970215
1635446032.6558075,2249,0.8493333458900452
1635446037.2847254,2624,0.8508333563804626
1635446041.8966491,2999,0.8543333411216736
1635446046.4501648,3374,0.8545833230018616
1635446051.068213,3749,0.8603333234786987
1635446055.7266839,4124,0.8570833206176758
1635446060.492364,4499,0.8560000061988831
1635446066.1242418,4874,0.8615000247955322
1635446070.705439,5249,0.8584166765213013
1635446075.2799861,5624,0.8611666560173035
1635446080.0983627,5999,0.8638333082199097
1635446085.7084444,6374,0.8607500195503235
1635446090.873378,6749,0.8615833520889282
1635446095.5229688,7124,0.8646666407585144
1635446100.2556098,7499,0.8644166588783264
1635446105.0720325,7874,0.8606666922569275
1635446110.6099122,8249,0.8644999861717224
1635446116.0267174,8624,0.8672500252723694
1635446121.486372,8999,0.8676666617393494
1635446126.1010165,9374,0.8669999837875366
1635446131.2011821,9749,0.8652499914169312
1635446136.706288,10124,0.8673333525657654
1635446141.665511,10499,0.8688333630561829
1635446146.2779415,10874,0.8656666874885559
1635446150.868667,11249,0.8657500147819519
1635446155.4784846,11624,0.8658333420753479
1635446160.149413,11999,0.8682500123977661
1635446165.5132992,12374,0.8679999709129333
1635446170.9771216,12749,0.8685833215713501
1635446176.3985019,13124,0.8724166750907898
1635446181.7883472,13499,0.8715833425521851
1635446186.6889098,13874,0.8722500205039978
1635446191.4379447,14249,0.8697500228881836
1635446196.166718,14624,0.8705833554267883
1635446200.951357,14999,0.8679166436195374
1635446205.5725625,15374,0.8659166693687439
1635446210.158932,15749,0.8725000023841858
1635446214.711855,16124,0.8684999942779541
1635446219.419113,16499,0.8692499995231628
1635446224.3298314,16874,0.871999979019165
1635446229.9687963,17249,0.8723333477973938
1635446235.0688715,17624,0.8709166646003723
1635446239.9057853,17999,0.8740833401679993
1635446244.5537782,18374,0.8741666674613953
1635446249.233472,18749,0.8701666593551636
