Wall time,Step,Value
1635432934.04529,374,0.781166672706604
1635432938.9670203,749,0.8107500076293945
1635432944.2758698,1124,0.8230833411216736
1635432950.308068,1499,0.8314999938011169
1635432958.192356,1874,0.8336666822433472
1635432964.8552926,2249,0.8393333554267883
1635432971.6001902,2624,0.8424166440963745
1635432977.48038,2999,0.843999981880188
1635432983.3394845,3374,0.8460000157356262
1635432989.276851,3749,0.8485000133514404
1635432995.124442,4124,0.8475833535194397
1635433000.9040818,4499,0.8465833067893982
1635433005.999774,4874,0.8504999876022339
1635433011.0404081,5249,0.8453333377838135
1635433015.9608037,5624,0.8511666655540466
1635433021.240603,5999,0.8510000109672546
1635433026.1591573,6374,0.8501666784286499
1635433031.031226,6749,0.8513333201408386
1635433036.2025747,7124,0.8528333306312561
1635433041.0829294,7499,0.8544999957084656
1635433046.0584717,7874,0.8495000004768372
1635433052.1062095,8249,0.8521666526794434
1635433058.5033538,8624,0.8533333539962769
1635433063.5727234,8999,0.8527500033378601
1635433071.079208,9374,0.8542500138282776
1635433077.0983436,9749,0.8522499799728394
1635433082.4960437,10124,0.8529166579246521
1635433087.967828,10499,0.8535000085830688
1635433094.3850799,10874,0.8532500267028809
1635433100.1711452,11249,0.8525833487510681
1635433105.9126804,11624,0.8531666398048401
1635433111.3651385,11999,0.8540833592414856
1635433116.4734027,12374,0.8542500138282776
1635433122.0551472,12749,0.8519166707992554
1635433127.0574045,13124,0.8565833568572998
1635433133.9937134,13499,0.8537499904632568
1635433140.0225544,13874,0.856249988079071
1635433145.5719376,14249,0.8554166555404663
1635433151.6543708,14624,0.856083333492279
1635433157.0464573,14999,0.8534166812896729
1635433162.0875854,15374,0.8510000109672546
1635433167.1159692,15749,0.8566666841506958
1635433172.092679,16124,0.8555833101272583
1635433177.4946272,16499,0.8539999723434448
1635433182.8552473,16874,0.8532500267028809
1635433188.100218,17249,0.8546666502952576
1635433193.0385497,17624,0.856249988079071
1635433197.996309,17999,0.8558333516120911
1635433202.9262595,18374,0.8552500009536743
1635433207.842357,18749,0.8544999957084656
