Wall time,Step,Value
1635445750.0279148,374,0.781166672706604
1635445753.4144866,749,0.8107500076293945
1635445756.9475174,1124,0.8230833411216736
1635445761.3925402,1499,0.8314999938011169
1635445766.3038573,1874,0.8336666822433472
1635445771.668384,2249,0.8393333554267883
1635445776.941021,2624,0.8424166440963745
1635445781.890635,2999,0.843999981880188
1635445787.694844,3374,0.8460000157356262
1635445793.1565566,3749,0.8485000133514404
1635445798.6609867,4124,0.8475833535194397
1635445804.0563686,4499,0.8465833067893982
1635445809.5042999,4874,0.8504999876022339
1635445814.6485138,5249,0.8453333377838135
1635445820.1698127,5624,0.8511666655540466
1635445825.5358481,5999,0.8510000109672546
1635445830.3554034,6374,0.8501666784286499
1635445835.4187906,6749,0.8513333201408386
1635445840.3450463,7124,0.8528333306312561
1635445845.0068967,7499,0.8544999957084656
1635445849.7591722,7874,0.8495000004768372
1635445854.4669902,8249,0.8521666526794434
1635445859.1510642,8624,0.8533333539962769
1635445863.886693,8999,0.8527500033378601
1635445869.0794058,9374,0.8542500138282776
1635445873.8554528,9749,0.8522499799728394
1635445878.5826344,10124,0.8529166579246521
1635445883.503797,10499,0.8535000085830688
1635445889.143684,10874,0.8532500267028809
1635445893.8723414,11249,0.8525833487510681
1635445898.5197177,11624,0.8531666398048401
1635445903.1544461,11999,0.8540833592414856
1635445907.924833,12374,0.8542500138282776
1635445913.9630117,12749,0.8519166707992554
1635445919.495157,13124,0.8565833568572998
1635445926.4190547,13499,0.8537499904632568
1635445933.0521781,13874,0.856249988079071
1635445938.85994,14249,0.8554166555404663
1635445944.2189872,14624,0.856083333492279
1635445949.4725363,14999,0.8534166812896729
1635445954.4361587,15374,0.8510000109672546
1635445959.366568,15749,0.8566666841506958
1635445964.7518725,16124,0.8555833101272583
1635445970.2866743,16499,0.8539999723434448
1635445975.762008,16874,0.8532500267028809
1635445982.6463382,17249,0.8546666502952576
1635445988.736931,17624,0.856249988079071
1635445993.5970109,17999,0.8558333516120911
1635445998.6314743,18374,0.8552500009536743
1635446003.3039954,18749,0.8544999957084656
