Wall time,Step,Value
1635447017.9176435,49,0.715021550655365
1635447018.4635136,99,0.7672978639602661
1635447019.013792,149,0.6320606470108032
1635447019.5054033,199,0.524137020111084
1635447019.947373,249,0.6468552350997925
1635447020.4101493,299,0.47598209977149963
1635447020.8273551,349,0.5075706243515015
1635447022.4947913,399,0.44780993461608887
1635447022.9581535,449,0.44418996572494507
1635447023.395017,499,0.4270884394645691
1635447023.8458304,549,0.3877321779727936
1635447024.2921689,599,0.44032061100006104
1635447024.7463233,649,0.4131392240524292
1635447025.1838372,699,0.442598819732666
1635447025.675421,749,0.48476144671440125
1635447027.301872,799,0.5111463665962219
1635447027.8055742,849,0.366385281085968
1635447028.3228705,899,0.4246567487716675
1635447028.8841665,949,0.2627848982810974
1635447029.370959,999,0.3318074941635132
1635447029.8193095,1049,0.40096601843833923
1635447030.2787838,1099,0.3707945644855499
1635447031.922548,1149,0.3726953864097595
1635447032.432713,1199,0.34389397501945496
1635447032.967222,1249,0.3088722229003906
1635447033.4855657,1299,0.36701488494873047
1635447033.9684844,1349,0.3719559609889984
1635447034.4294627,1399,0.3261398673057556
1635447034.882475,1449,0.39682242274284363
1635447035.3674548,1499,0.406122624874115
1635447037.4075637,1549,0.3358205556869507
1635447037.9179497,1599,0.3987496495246887
1635447038.433889,1649,0.4587743580341339
1635447038.9843392,1699,0.3198823928833008
1635447039.4501922,1749,0.3654060959815979
1635447039.9351788,1799,0.4320864677429199
1635447040.3744104,1849,0.4326935410499573
1635447042.0137746,1899,0.37857189774513245
1635447042.4875906,1949,0.3004571199417114
1635447042.9955146,1999,0.31646496057510376
1635447043.5359502,2049,0.3961537480354309
1635447044.0532274,2099,0.27625328302383423
1635447044.5287473,2149,0.35685300827026367
1635447044.9832442,2199,0.42901450395584106
1635447045.4536371,2249,0.3915252387523651
1635447047.0694811,2299,0.38181427121162415
1635447047.599584,2349,0.30372145771980286
1635447048.1114638,2399,0.24898198246955872
1635447048.640485,2449,0.35636448860168457
1635447049.1756856,2499,0.403664231300354
1635447049.702684,2549,0.39965498447418213
1635447050.1684818,2599,0.2149909883737564
1635447051.7546272,2649,0.26596933603286743
1635447052.2313454,2699,0.38243743777275085
1635447052.7552845,2749,0.29512959718704224
1635447053.2870793,2799,0.27555444836616516
1635447053.7896872,2849,0.33740198612213135
1635447054.2343562,2899,0.2983779311180115
1635447054.6954565,2949,0.25100916624069214
1635447055.1884816,2999,0.4319831132888794
1635447056.782283,3049,0.26269516348838806
1635447057.2803717,3099,0.3156271278858185
1635447057.810493,3149,0.37750422954559326
1635447058.3304102,3199,0.29838836193084717
1635447058.7920308,3249,0.31394946575164795
1635447059.2444751,3299,0.26023876667022705
1635447059.6989896,3349,0.3120820224285126
1635447061.2853565,3399,0.2758529782295227
1635447061.7737846,3449,0.2985954284667969
1635447062.3471284,3499,0.2673278748989105
1635447062.8586717,3549,0.2353478968143463
1635447063.3612761,3599,0.3182530701160431
1635447063.8061748,3649,0.33998212218284607
1635447064.2587378,3699,0.2731296122074127
1635447064.760588,3749,0.4287804961204529
1635447066.5094564,3799,0.2988206446170807
1635447067.032317,3849,0.3528589606285095
1635447067.5664175,3899,0.2488916665315628
1635447068.0516202,3949,0.31114089488983154
1635447068.4998105,3999,0.3835941553115845
1635447068.9446425,4049,0.28563717007637024
1635447069.4178114,4099,0.3056422770023346
1635447071.030473,4149,0.28469371795654297
1635447071.502379,4199,0.3515482544898987
1635447072.0096462,4249,0.36644771695137024
1635447072.5438104,4299,0.25377726554870605
1635447073.0365143,4349,0.2175571322441101
1635447073.506057,4399,0.31108856201171875
1635447073.9592624,4449,0.3567696511745453
1635447074.4362676,4499,0.2439700961112976
1635447076.0253503,4549,0.3396100401878357
1635447076.5240726,4599,0.3300098776817322
1635447077.0570822,4649,0.11503002792596817
1635447077.5811555,4699,0.37643030285835266
1635447078.0393567,4749,0.2874528765678406
1635447078.5209782,4799,0.26941978931427
1635447078.9639115,4849,0.2651090621948242
1635447080.5980167,4899,0.265249639749527
1635447081.0713727,4949,0.19522711634635925
1635447081.5876691,4999,0.3165243864059448
1635447082.1169412,5049,0.3759249448776245
1635447082.5765705,5099,0.24727685749530792
1635447083.0621572,5149,0.23060685396194458
1635447083.5083482,5199,0.20091506838798523
